time_sec,target_rps,actual_sent,success_count,fail_count,sla_violation_count,avg_latency_ms,p95_latency_ms,active_ports,scenario,phase
348,207,207,207,0,0,584.16,804.32,"8001,8002,8003",sale_event,ramp_up
349,205,205,205,0,0,535.53,718.38,"8001,8002,8003",sale_event,ramp_up
350,208,208,208,0,0,557.66,766.21,"8001,8002,8003",sale_event,ramp_up
351,222,222,222,0,0,559.71,797.85,"8001,8002,8003",sale_event,ramp_up
352,211,211,211,0,0,535.88,709.41,"8001,8002,8003",sale_event,ramp_up
353,218,218,218,0,0,538.36,810.49,"8001,8002,8003",sale_event,ramp_up
354,209,209,209,0,0,562.3,792.75,"8001,8002,8003",sale_event,ramp_up
355,220,220,220,0,0,593.91,855.44,"8001,8002,8003",sale_event,ramp_up
356,208,208,208,0,0,543.74,779.19,"8001,8002,8003,8004",sale_event,ramp_up
357,209,209,209,0,0,462.29,665.86,"8001,8002,8003,8004",sale_event,ramp_up
358,213,213,213,0,0,478.17,676.09,"8001,8002,8003,8004",sale_event,ramp_up
359,213,213,213,0,0,482.13,709.14,"8001,8002,8003,8004",sale_event,ramp_up
360,229,229,229,0,0,523.96,747.09,"8001,8002,8003,8004",sale_event,ramp_up
361,228,228,228,0,0,476.31,726.15,"8001,8002,8003,8004",sale_event,ramp_up
362,223,223,223,0,0,488.98,726.18,"8001,8002,8003,8004",sale_event,ramp_up
363,225,225,225,0,0,512.43,748.42,"8001,8002,8003,8004",sale_event,ramp_up
364,227,227,227,0,0,503.81,716.6,"8001,8002,8003,8004",sale_event,ramp_up
365,213,213,213,0,0,455.79,615.48,"8001,8002,8003,8004",sale_event,ramp_up
366,231,231,231,0,0,495.47,746.56,"8001,8002,8003,8004",sale_event,ramp_up
367,223,223,223,0,0,494.31,729.55,"8001,8002,8003,8004",sale_event,ramp_up
368,231,231,231,0,0,548.19,797.96,"8001,8002,8003,8004",sale_event,ramp_up
369,217,217,217,0,0,662.09,929.44,"8001,8002,8003,8004",sale_event,ramp_up
370,227,227,227,0,0,535.4,710.08,"8001,8002,8003,8004",sale_event,ramp_up
371,227,227,227,0,0,627.4,875.85,"8001,8002,8003,8004",sale_event,ramp_up
372,229,229,229,0,18,640.57,1005.45,"8001,8002,8003,8004",sale_event,ramp_up
373,223,223,223,0,0,565.11,811.22,"8001,8002,8003,8004",sale_event,ramp_up
374,232,232,232,0,0,518.08,806.85,"8001,8002,8003,8004",sale_event,ramp_up
375,238,238,238,0,0,549.74,868.61,"8001,8002,8003,8004",sale_event,ramp_up
376,241,241,241,0,0,553.82,848.75,"8001,8002,8003,8004",sale_event,ramp_up
377,226,226,226,0,0,588.94,930.45,"8001,8002,8003,8004",sale_event,ramp_up
378,223,223,223,0,0,496.8,693.22,"8001,8002,8003,8004",sale_event,ramp_up
379,241,241,241,0,0,630.57,938.71,"8001,8002,8003,8004",sale_event,ramp_up
380,240,240,240,0,0,567.13,841.51,"8001,8002,8003,8004",sale_event,ramp_up
381,245,245,245,0,0,544.11,858.76,"8001,8002,8003,8004",sale_event,ramp_up
382,240,240,240,0,0,545.64,859.91,"8001,8002,8003,8004",sale_event,ramp_up
383,245,245,245,0,0,624.38,958.2,"8001,8002,8003,8004",sale_event,ramp_up
384,233,233,233,0,21,679.15,1007.59,"8001,8002,8003,8004",sale_event,ramp_up
385,237,237,237,0,0,590.21,854.79,"8001,8002,8003,8004",sale_event,ramp_up
386,246,246,246,0,0,535.58,798.43,"8001,8002,8003,8004,8005",sale_event,ramp_up
387,240,240,240,0,0,461.88,720.48,"8001,8002,8003,8004,8005",sale_event,ramp_up
388,238,238,238,0,0,526.64,817.83,"8001,8002,8003,8004,8005",sale_event,ramp_up
389,249,249,249,0,0,463.74,656.38,"8001,8002,8003,8004,8005",sale_event,ramp_up
390,244,244,244,0,0,400.74,583.64,"8001,8002,8003,8004,8005",sale_event,ramp_up
391,242,242,242,0,0,480.76,676.08,"8001,8002,8003,8004,8005",sale_event,ramp_up
392,235,235,235,0,0,483.15,735.5,"8001,8002,8003,8004,8005",sale_event,ramp_up
393,244,244,244,0,0,483.67,708.57,"8001,8002,8003,8004,8005",sale_event,ramp_up
394,244,244,244,0,0,458.31,685.48,"8001,8002,8003,8004,8005",sale_event,ramp_up
395,255,255,255,0,0,495.85,782.33,"8001,8002,8003,8004,8005",sale_event,ramp_up
396,241,241,241,0,0,458.07,654.79,"8001,8002,8003,8004,8005",sale_event,ramp_up
397,249,249,249,0,0,487.44,724.78,"8001,8002,8003,8004,8005",sale_event,ramp_up
398,249,249,249,0,0,447.86,668.33,"8001,8002,8003,8004,8005",sale_event,ramp_up
399,250,250,250,0,0,505.31,782.9,"8001,8002,8003,8004,8005",sale_event,ramp_up
400,251,251,251,0,0,444.04,650.91,"8001,8002,8003,8004,8005",sale_event,ramp_up
401,569,569,569,0,218,877.49,1538.4,"8001,8002,8003,8004,8005",sale_event,peak
402,682,682,682,0,326,1007.27,1801.47,"8001,8002,8003,8004,8005",sale_event,peak
403,536,536,536,0,156,783.58,1287.66,"8001,8002,8003,8004,8005",sale_event,peak
404,514,514,514,0,131,792.38,1349.35,"8001,8002,8003,8004,8005",sale_event,peak
405,661,661,661,0,298,940.26,1604.34,"8001,8002,8003,8004,8005",sale_event,peak
406,526,526,526,0,139,756.86,1238.04,"8001,8002,8003,8004,8005",sale_event,peak
407,658,658,658,0,266,915.85,1540.08,"8001,8002,8003,8004,8005",sale_event,peak
408,682,682,682,0,302,960.71,1594.02,"8001,8002,8003,8004,8005",sale_event,peak
409,590,590,590,0,218,862.79,1400.04,"8001,8002,8003,8004,8005",sale_event,peak
410,645,645,645,0,262,893.88,1514.42,"8001,8002,8003,8004,8005",sale_event,peak
411,581,581,581,0,162,784.82,1292.22,"8001,8002,8003,8004,8005",sale_event,peak
412,500,500,500,0,123,737.32,1223.91,"8001,8002,8003,8004,8005",sale_event,peak
413,694,694,694,0,362,1061.63,1856.58,"8001,8002,8003,8004,8005",sale_event,peak
414,516,516,516,0,180,843.44,1359.47,"8001,8002,8003,8004,8005",sale_event,peak
415,606,606,606,0,252,870.15,1468.95,"8001,8002,8003,8004,8005",sale_event,peak
416,550,550,550,0,208,868.82,1383.34,"8001,8002,8003,8004,8005",sale_event,peak
417,663,663,663,0,259,926.18,1579.25,"8001,8002,8003,8004,8005",sale_event,peak
418,532,532,532,0,140,753.81,1205.43,"8001,8002,8003,8004,8005",sale_event,peak
419,600,600,600,0,222,904.58,1448.56,"8001,8002,8003,8004,8005",sale_event,peak
420,541,541,541,0,157,766.21,1267.67,"8001,8002,8003,8004,8005",sale_event,peak
421,644,644,644,0,261,899.34,1573.83,"8001,8002,8003,8004,8005",sale_event,peak
422,512,512,512,0,190,866.97,1378.32,"8001,8002,8003,8004,8005",sale_event,peak
423,532,532,532,0,144,737.82,1227.27,"8001,8002,8003,8004,8005",sale_event,peak
424,642,642,642,0,260,919.11,1517.21,"8001,8002,8003,8004,8005",sale_event,peak
425,570,570,570,0,192,825.48,1352.25,"8001,8002,8003,8004,8005",sale_event,peak
426,574,574,574,0,204,801.04,1323.63,"8001,8002,8003,8004,8005",sale_event,peak
427,530,530,530,0,147,771.67,1260.33,"8001,8002,8003,8004,8005",sale_event,peak
428,545,545,545,0,143,745.01,1247.3,"8001,8002,8003,8004,8005",sale_event,peak
429,655,655,655,0,272,908.85,1523.07,"8001,8002,8003,8004,8005",sale_event,peak
430,515,515,515,0,179,849.1,1364.57,"8001,8002,8003,8004,8005",sale_event,peak
431,511,511,511,0,161,810.36,1324.38,"8001,8002,8003,8004,8005",sale_event,peak
432,684,684,684,0,292,923.76,1546.61,"8001,8002,8003,8004,8005",sale_event,peak
433,540,540,540,0,165,792.27,1316.11,"8001,8002,8003,8004,8005",sale_event,peak
434,617,617,617,0,240,868.82,1432.06,"8001,8002,8003,8004,8005",sale_event,peak
435,600,600,600,0,213,826.82,1377.08,"8001,8002,8003,8004,8005",sale_event,peak
436,588,588,588,0,171,838.46,1416.12,"8001,8002,8003,8004,8005",sale_event,peak
437,531,531,531,0,162,784.45,1281.94,"8001,8002,8003,8004,8005",sale_event,peak
438,665,665,665,0,322,1003.74,1679.74,"8001,8002,8003,8004,8005",sale_event,peak
439,619,619,619,0,269,972.6,1584.66,"8001,8002,8003,8004,8005",sale_event,peak
440,611,611,611,0,246,942.61,1547.34,"8001,8002,8003,8004,8005",sale_event,peak
441,603,603,603,0,208,841.5,1393.81,"8001,8002,8003,8004,8005",sale_event,peak
442,550,550,550,0,145,795.3,1285.51,"8001,8002,8003,8004,8005",sale_event,peak
443,557,557,557,0,163,805.69,1333.76,"8001,8002,8003,8004,8005",sale_event,peak
444,671,671,671,0,285,938.84,1587.51,"8001,8002,8003,8004,8005",sale_event,peak
445,584,584,584,0,224,895.42,1533.9,"8001,8002,8003,8004,8005",sale_event,peak
446,626,626,626,0,294,973.28,1645.9,"8001,8002,8003,8004,8005",sale_event,peak
447,642,642,642,0,245,901.82,1501.0,"8001,8002,8003,8004,8005",sale_event,peak
448,693,693,693,0,309,962.99,1646.54,"8001,8002,8003,8004,8005",sale_event,peak
449,558,558,558,0,160,821.31,1337.82,"8001,8002,8003,8004,8005",sale_event,peak
450,635,635,635,0,220,846.02,1460.29,"8001,8002,8003,8004,8005",sale_event,peak
451,576,576,576,0,181,834.6,1381.55,"8001,8002,8003,8004,8005",sale_event,peak
452,603,603,603,0,219,839.22,1401.39,"8001,8002,8003,8004,8005",sale_event,peak
453,580,580,580,0,178,830.5,1379.21,"8001,8002,8003,8004,8005",sale_event,peak
454,621,621,621,0,288,954.11,1653.56,"8001,8002,8003,8004,8005",sale_event,peak
455,592,592,592,0,283,988.83,1605.66,"8001,8002,8003,8004,8005",sale_event,peak
456,648,648,648,0,290,972.33,1636.17,"8001,8002,8003,8004,8005",sale_event,peak
457,672,672,672,0,366,1074.54,1826.27,"8001,8002,8003,8004,8005",sale_event,peak
458,601,601,601,0,276,924.47,1497.96,"8001,8002,8003,8004,8005",sale_event,peak
459,647,647,647,0,273,919.99,1542.67,"8001,8002,8003,8004,8005",sale_event,peak
460,572,572,572,0,263,948.36,1615.74,"8001,8002,8003,8004,8005",sale_event,peak
461,657,657,657,0,368,1122.59,1937.04,"8001,8002,8003,8004,8005",sale_event,peak
462,694,694,694,0,383,1097.26,1867.4,"8001,8002,8003,8004,8005,8006",sale_event,peak
463,655,655,655,0,301,1006.73,1624.0,"8001,8002,8003,8004,8005,8006",sale_event,peak
464,565,565,565,0,129,777.23,1220.62,"8001,8002,8003,8004,8005,8006",sale_event,peak
465,685,685,685,0,337,1013.49,1660.48,"8001,8002,8003,8004,8005,8006",sale_event,peak
466,579,579,579,0,192,843.26,1372.46,"8001,8002,8003,8004,8005,8006",sale_event,peak
467,522,522,522,0,169,827.29,1320.07,"8001,8002,8003,8004,8005,8006",sale_event,peak
468,666,666,666,0,318,1018.67,1662.0,"8001,8002,8003,8004,8005,8006",sale_event,peak
469,623,623,623,0,230,868.16,1466.94,"8001,8002,8003,8004,8005,8006",sale_event,peak
470,517,517,517,0,160,829.64,1273.32,"8001,8002,8003,8004,8005,8006",sale_event,peak
471,692,692,692,0,346,1007.66,1670.97,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
472,645,645,645,0,184,788.8,1276.24,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
473,692,692,692,0,262,892.43,1560.07,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
474,571,571,571,0,178,817.43,1295.06,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
475,681,681,681,0,259,878.42,1441.85,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
476,679,679,679,0,229,842.43,1378.87,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
477,517,517,517,0,95,718.08,1110.18,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
478,544,544,544,0,128,756.53,1114.8,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
479,673,673,673,0,232,831.94,1318.92,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
480,623,623,623,0,187,810.87,1311.16,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
481,625,625,625,0,260,967.71,1549.89,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
482,633,633,633,0,290,980.4,1559.78,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
483,688,688,688,0,373,1111.03,1785.23,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
484,631,631,631,0,172,801.58,1309.49,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
485,680,680,680,0,221,825.47,1342.03,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
486,504,504,504,0,107,759.97,1154.06,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
487,634,634,634,0,236,922.37,1456.13,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
488,555,555,555,0,147,804.12,1194.5,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
489,539,539,539,0,164,826.68,1310.1,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
490,681,681,681,0,234,864.34,1422.16,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
491,643,643,643,0,249,941.67,1481.32,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
492,508,508,508,0,105,772.28,1213.42,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
493,642,642,642,0,275,980.93,1586.28,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
494,511,511,511,0,137,817.87,1236.39,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
495,686,686,686,0,268,868.99,1402.34,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
496,667,667,667,0,208,809.57,1296.17,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
497,604,604,604,0,152,771.04,1239.13,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
498,691,691,691,0,227,830.89,1328.24,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
499,510,510,510,0,79,684.18,1089.87,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
500,523,523,523,0,45,674.54,1016.93,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
501,585,585,585,0,128,721.73,1126.07,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
502,573,573,573,0,134,760.44,1210.69,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
503,557,557,557,0,93,726.84,1152.52,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
504,534,534,534,0,134,794.78,1209.35,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
505,505,505,505,0,48,698.14,1075.7,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
506,580,580,580,0,132,736.2,1199.13,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
507,648,648,648,0,195,815.45,1317.09,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
508,695,695,695,0,263,867.82,1444.79,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
509,581,581,581,0,136,767.0,1198.3,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
510,661,661,661,0,210,846.23,1371.14,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
511,668,668,668,0,206,801.2,1363.73,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
512,601,601,601,0,137,762.22,1163.29,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
513,517,517,517,0,57,672.32,1043.25,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
514,520,520,520,0,88,720.57,1086.5,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
515,695,695,695,0,311,943.31,1586.45,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
516,644,644,644,0,241,857.27,1428.55,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
517,669,669,669,0,215,817.87,1320.9,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
518,602,602,602,0,128,744.4,1166.92,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
519,670,670,670,0,183,786.57,1296.03,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
520,648,648,648,0,244,886.26,1390.87,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
521,619,619,619,0,162,770.5,1249.47,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
522,547,547,547,0,111,727.13,1176.15,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
523,504,504,504,0,45,685.9,1038.44,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
524,684,684,684,0,216,809.13,1330.66,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
525,551,551,551,0,103,696.88,1149.89,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
526,633,633,633,0,191,816.87,1323.76,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
527,640,640,640,0,278,954.29,1566.26,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
528,551,551,551,0,172,793.58,1281.48,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
529,550,550,550,0,100,731.31,1155.95,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
530,543,543,543,0,74,708.2,1097.01,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
531,595,595,595,0,168,810.59,1234.05,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
532,515,515,515,0,36,671.84,1022.67,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
533,627,627,627,0,174,767.53,1247.95,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
534,656,656,656,0,213,811.66,1348.28,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
535,685,685,685,0,220,832.39,1319.36,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
536,669,669,669,0,233,835.62,1399.47,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
537,612,612,612,0,150,756.5,1282.2,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
538,503,503,503,0,86,763.49,1098.16,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
539,558,558,558,0,144,791.29,1242.27,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
540,665,665,665,0,250,878.18,1465.18,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
541,695,695,695,0,267,917.98,1442.71,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
542,610,610,610,0,158,778.33,1266.06,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
543,511,511,511,0,24,663.39,987.9,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
544,565,565,565,0,119,743.95,1173.98,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
545,646,646,646,0,187,797.07,1286.29,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
546,619,619,619,0,155,761.5,1255.15,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
547,623,623,623,0,168,777.91,1221.86,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
548,582,582,582,0,148,758.48,1194.93,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
549,624,624,624,0,155,757.71,1231.18,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
550,645,645,645,0,254,925.04,1487.1,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
551,620,620,620,0,231,923.06,1473.23,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
552,565,565,565,0,126,750.57,1230.71,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
553,529,529,529,0,105,755.48,1128.72,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
554,518,518,518,0,55,681.71,1051.69,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
555,511,511,511,0,42,681.25,1064.77,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
556,644,644,644,0,177,760.95,1269.93,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
557,530,530,530,0,58,698.53,1070.59,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
558,531,531,531,0,55,719.92,1072.38,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
559,663,663,663,0,232,835.55,1389.64,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
560,563,563,563,0,74,679.32,1079.77,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
561,552,552,552,0,73,683.16,1079.32,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
562,626,626,626,0,197,816.22,1330.42,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
563,694,694,694,0,294,980.46,1677.79,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
564,504,504,504,0,114,752.31,1196.06,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
565,532,532,532,0,132,783.79,1161.19,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
566,690,690,690,0,215,817.21,1325.97,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
567,617,617,617,0,141,734.11,1232.84,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
568,582,582,582,0,133,717.01,1129.14,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
569,640,640,640,0,192,783.99,1291.92,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
570,662,662,662,0,191,782.14,1306.5,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
571,673,673,673,0,258,849.34,1419.34,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
572,510,510,510,0,48,690.78,1063.48,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
573,667,667,667,0,212,812.35,1330.04,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
574,501,501,501,0,19,640.59,996.87,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
575,676,676,676,0,283,942.13,1533.57,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
576,617,617,617,0,232,916.68,1465.68,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
577,584,584,584,0,171,848.49,1275.0,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
578,697,697,697,0,287,884.07,1477.15,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
579,624,624,624,0,174,784.18,1312.0,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
580,684,684,684,0,233,828.43,1361.56,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
581,693,693,693,0,246,852.68,1404.85,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
582,593,593,593,0,131,722.26,1161.95,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
583,569,569,569,0,161,815.04,1323.55,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
584,696,696,696,0,263,882.61,1459.19,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
585,646,646,646,0,381,1169.89,1866.6,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
586,700,700,700,0,491,1239.02,1970.12,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
587,676,676,676,0,373,1110.43,1812.83,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
588,530,530,530,0,118,757.31,1165.06,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
589,693,693,693,0,218,818.98,1436.61,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
590,515,515,515,0,64,713.61,1102.92,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
591,579,579,579,0,117,726.73,1167.32,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
592,651,651,651,0,201,806.2,1356.29,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
593,646,646,646,0,203,800.87,1314.07,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
594,533,533,533,0,86,690.71,1114.35,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
595,569,569,569,0,119,721.43,1210.28,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
596,647,647,647,0,234,859.0,1452.11,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
597,574,574,574,0,156,797.65,1259.9,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
598,538,538,538,0,118,743.29,1212.59,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
599,609,609,609,0,206,838.64,1360.37,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
600,629,629,629,0,203,861.88,1327.88,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
601,607,607,607,0,198,812.64,1311.58,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
602,610,610,610,0,158,808.64,1291.29,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
603,533,533,533,0,113,726.3,1098.5,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
604,639,639,639,0,184,765.91,1280.53,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
605,553,553,553,0,96,709.24,1126.68,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
606,671,671,671,0,202,805.49,1334.55,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
607,659,659,659,0,202,809.34,1303.74,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
608,660,660,660,0,249,865.09,1488.91,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
609,615,615,615,0,197,831.31,1304.77,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
610,598,598,598,0,153,758.95,1192.91,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
611,627,627,627,0,168,773.64,1280.43,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
612,654,654,654,0,194,779.3,1335.76,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
613,588,588,588,0,164,820.75,1335.67,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
614,656,656,656,0,205,810.63,1298.23,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
615,578,578,578,0,156,792.14,1272.29,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
616,692,692,692,0,248,852.91,1452.04,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
617,630,630,630,0,154,759.96,1286.75,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
618,549,549,549,0,92,707.61,1117.17,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
619,604,604,604,0,148,761.01,1184.96,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
620,662,662,662,0,196,792.38,1431.06,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
621,668,668,668,0,274,948.17,1587.13,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
622,666,666,666,0,278,944.29,1500.11,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
623,545,545,545,0,104,748.84,1124.12,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
624,657,657,657,0,205,810.03,1316.23,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
625,650,650,650,0,199,793.81,1293.01,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
626,558,558,558,0,104,702.75,1083.83,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
627,504,504,504,0,26,641.14,1001.94,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
628,617,617,617,0,173,776.24,1275.4,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
629,670,670,670,0,208,829.86,1325.68,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
630,619,619,619,0,146,748.37,1229.4,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
631,523,523,523,0,155,826.65,1280.52,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
632,573,573,573,0,154,780.41,1286.66,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
633,629,629,629,0,255,938.72,1485.15,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
634,671,671,671,0,281,979.1,1609.95,"8001,8002,8003,8004,8005,8006,8007",sale_event,peak
